n,merge,thresholds_t5,thresholds_t10,thresholds_t20,thresholds_t30,thresholds_t50
93200,31,23,20,18,16,16
93300,31,23,20,18,16,16
93400,31,23,20,18,16,16
93500,31,23,21,18,16,16
93600,31,23,21,18,16,16
93700,31,23,21,18,16,16
93800,31,23,21,18,16,16
93900,31,23,21,18,16,16
94000,31,23,21,18,16,16
94100,31,23,21,18,16,16
94200,31,23,21,18,16,16
94300,31,23,21,18,16,16
94400,31,23,21,18,17,16
94500,31,23,21,18,17,16
94600,32,23,21,19,16,16
94700,31,23,21,18,17,16
94800,31,24,21,18,16,16
94900,32,23,21,18,17,16
95000,32,23,21,19,17,16
95100,32,23,21,19,17,16
95200,32,23,21,19,17,16
95300,32,23,21,19,17,16
95400,32,23,22,19,17,16
95500,33,24,21,19,17,16
95600,32,24,22,19,17,16
95700,32,24,21,19,17,16
95800,32,24,22,19,17,16
95900,33,24,22,19,17,16
96000,33,24,22,19,17,16
96100,32,24,22,19,17,16
96200,33,24,21,19,17,16
96300,33,24,22,19,17,16
96400,33,24,22,19,18,16
96500,33,25,22,19,17,16
96600,33,25,22,19,17,16
96700,33,24,22,19,17,16
96800,33,24,22,19,17,16
96900,33,25,22,19,17,16
97000,33,25,22,19,17,16
97100,33,25,22,19,17,16
97200,33,25,22,19,18,16
97300,33,25,22,19,18,16
97400,33,25,22,19,17,16
97500,33,25,22,20,18,16
97600,33,25,22,19,17,16
97700,33,25,22,20,18,16
97800,33,25,22,20,18,16
97900,33,25,22,20,18,17
98000,33,25,22,20,17,17
98100,33,25,22,19,18,17
98200,33,25,22,19,18,17
98300,33,25,22,20,18,17
98400,33,25,22,20,18,17
98500,34,25,22,20,18,17
98600,34,25,22,20,18,17
98700,34,26,22,20,18,17
98800,33,25,22,20,18,17
98900,33,25,22,20,18,17
99000,34,25,22,20,18,17
99100,34,25,22,20,18,17
99200,34,25,22,20,18,17
99300,34,25,22,20,18,17
99400,34,25,22,20,18,17
99500,34,25,22,20,18,17
99600,34,25,22,20,18,17
99700,34,25,22,20,18,17
99800,34,25,22,20,18,17
99900,34,25,22,20,18,17
100000,34,25,22,20,18,17
